customer_unique_id,cluster,recency,frequency,monetary,freight_value,shipping_time,churn_risk_score
eff312525b94314bef8881542cef4989,At Risk,419,1,39.99,17.6,14.0,1.0
efe3120f5c2c8751c750c16ba3bd74cb,At Risk,520,1,59.9,13.0,3.0,1.0
efdde190794fc1f7e2d1c91dda5453fe,At Risk,525,1,98.0,12.08,5.0,1.0
3299a547368c58a4d2241b2a5189d7d7,At Risk,481,1,110.0,19.36,11.0,1.0
82550d862db88ffac284571dc04b8497,At Risk,400,1,39.9,15.1,13.0,1.0
8251ed483369858c120beaede24c5ff6,At Risk,426,1,52.9,11.87,8.0,1.0
8250fbe8129ad082184ef06ef3a23e30,At Risk,555,1,142.0,20.58,37.0,1.0
824f99a9ae337081673eac3bd026feef,At Risk,433,1,299.36,23.02,7.0,1.0
824de303ad09beec4bf7531e74f3b721,High Value,407,1,898.0,146.03,4.0,1.0
8249686a806918848deca8e070f8995e,At Risk,385,1,81.0,19.11,12.0,1.0
8247de12f35a00cf569c5b6a00a746ec,At Risk,508,1,42.99,14.52,10.0,1.0
d535100c2f6bfd9896b6bf27703204f6,At Risk,483,1,179.9,24.25,12.0,1.0
d532bfb55840f19fc6ee2d089254c037,At Risk,503,1,18.95,24.84,25.0,1.0
d54620c45f2b71e7e467ca2b39c12923,At Risk,533,1,274.9,62.28,7.0,1.0
d544e1852841756a816e484ab10218ef,High Value,516,1,730.0,65.47,19.0,1.0
d544cec5f11fd844563cc17dd3509ab8,At Risk,394,1,25.99,7.78,4.0,1.0
d53f29401f59a2af7223b447958050e2,At Risk,397,1,32.9,14.1,5.0,1.0
3291a6c41c0c56bbf7f0bbbfa6604a6b,At Risk,491,1,79.0,19.14,23.0,1.0
3290139ba650b14b9d1b5d749dfcb47d,At Risk,493,1,129.9,19.5,12.0,1.0
328eb9bf2f55abdcd28a7632138c5278,At Risk,586,1,124.9,13.45,7.0,1.0
32bd7fa6d305e3c9a073ec9f2c5a49ad,At Risk,490,1,129.99,17.65,13.0,1.0
32bbf66d4ee8bac93ae1e501cfb12c6e,At Risk,510,1,23.0,12.93,5.0,1.0
32ba49ee642a4d52b545acbe1c32ca50,At Risk,394,1,119.8,13.44,7.0,1.0
32b486fad49291a58acfa5fdd0864ac7,At Risk,553,1,34.99,10.96,6.0,1.0
b2d7efad96cd6e0818a695a03507bdbd,At Risk,386,1,73.9,14.1,7.0,1.0
b2d2b4204f7fc4b4aeca38e3cd680a7e,At Risk,503,1,4.9,10.96,34.0,1.0
b2cf27725215d78797c4f00e05f642f7,At Risk,521,1,14.99,14.52,8.0,1.0
b2f0a1896feb1208a49961fbe93a7d3b,At Risk,459,1,59.99,20.91,18.0,1.0
c5769306aa1a28d590dc144eca2a9206,At Risk,468,1,109.99,34.13,8.0,1.0
b2dcabd21651edcda7049a8a2aa52a75,At Risk,460,1,49.9,7.78,7.0,1.0
b2db987eb3dcd354d93efe2cbb1c10f9,At Risk,402,1,62.8,16.88,18.0,1.0
b2d94125508fa9d71cb3fa0ab7f2bd5b,At Risk,431,1,50.1,17.92,20.0,1.0
32ac0ae096c7625711894557c13772ae,At Risk,560,1,59.67,11.03,7.0,1.0
32de2a7a93dbfc527b3f584744b9c6ce,At Risk,555,1,69.9,14.66,17.0,1.0
32d981bbadb92a8763089fdbbc16bfa8,At Risk,479,1,74.9,16.96,23.0,1.0
32d2549cbf29b9b7d5f8d7d293d121a3,High Value,545,1,794.98,13.93,4.0,1.0
efd9a6c82e7ac52dfef075391523eb04,At Risk,423,1,50.0,14.1,5.0,1.0
32986159620ad4f8f78153891fade1eb,At Risk,430,1,45.95,15.1,11.0,1.0
32966c8bf22efda5d92fce2a44c760d9,At Risk,519,1,34.9,14.52,9.0,1.0
efd301af5468c61de8de3f0c85d9a8bb,At Risk,556,1,55.99,15.6,19.0,1.0
efd2f4f6a5ebfff07943a4a1c80dcf9b,At Risk,439,1,12.5,14.1,26.0,1.0
efc33091d804400f55ad47f169163214,At Risk,417,1,59.9,15.17,10.0,1.0
32fb2e7038700592a88dc95363e6a7d6,At Risk,395,1,79.9,23.43,16.0,1.0
b2ad92bb9f34fa35457f37f444c4d7d2,At Risk,545,1,179.9,18.1,12.0,1.0
b2ad5a5e154642b975afe1d70ef27f63,At Risk,446,1,93.5,15.094999999999999,10.0,1.0
c58eef7aed6aed9326faf3b9ea41e874,At Risk,535,1,62.3,26.91,15.0,1.0
c58d9c1a65fed7223ae6ec659e2abe5e,At Risk,552,1,9.99,24.35,15.0,1.0
c57aa906e4aca12c46c1c6891db2c8a7,At Risk,389,1,37.99,7.78,18.0,1.0
d53e608934f3bd2779c5c2471849798d,At Risk,549,1,19.99,14.52,23.0,1.0
d53ceb1f637d47aabdfc81e4e0105210,At Risk,390,1,50.0,16.6,7.0,1.0
d53af683b67ca470910f533fff9b2814,At Risk,462,1,24.99,15.79,6.0,1.0
d539271585519e0af2c71b285e3525ff,At Risk,450,1,119.8,16.18,21.0,1.0
d53768b76f379751a3429374d9ec0b48,At Risk,402,1,229.0,28.98,5.0,1.0
82436f2f6b32629877454b5b597a0d10,At Risk,437,1,79.9,19.1,11.0,1.0
8241424764e0bfa6bfcb3c6cda391ac8,Champions,463,2,486.99,19.09,5.0,1.0
8239ca2046201271c02b956da21fd067,At Risk,537,1,65.99,10.64,4.0,1.0
820083de6ee79c7fef5528eb251a7c16,At Risk,578,1,35.0,18.0,11.0,1.0
81fef29687c09ae8682508decf649a00,At Risk,493,1,29.4,11.74,15.0,1.0
81fde78227bbac716944e215b6895639,At Risk,401,1,96.0,15.42,10.0,1.0
81fcf63a0d321f011729abaa17f28c47,At Risk,381,1,34.0,15.11,10.0,1.0
81fc606558d479bbe026450862a4f2df,At Risk,437,1,79.0,17.8,10.0,1.0
8227f1b46b447d644e40143c1dc5d500,At Risk,538,1,20.0,16.05,6.0,1.0
82274b7ec8002257f8d57ca40d2c8b0e,At Risk,525,1,74.9,13.1,14.0,1.0
b2b114ecefe93aa93d0f2bdd14ac8f84,At Risk,469,1,384.9,37.055,15.0,1.0
b2b0a30cda12d5ef18336c55c986ba42,At Risk,436,1,85.0,13.61,8.0,1.0
b2b02a3da4c9e3cbc83700b0a482d130,At Risk,499,1,120.0,17.68,11.0,1.0
32f7cd86cc860327410a818ca1a98460,At Risk,524,1,135.8,24.97,10.0,1.0
32eebfacd3e3b5ea8b0bcb5d2ca4ec6f,At Risk,432,1,56.99,15.15,19.0,1.0
32e93651fbc6d641cffdc40c50d982a3,Champions,519,2,269.79,56.36,22.5,1.0
32e85a570c612de24f33e8caf108f059,At Risk,389,1,89.9,15.38,18.0,1.0
32e7e039fe1e643c942653d992e1abb4,At Risk,392,1,19.9,8.72,5.0,1.0
331127d6f55fe7832a64d498df8a7371,At Risk,484,1,115.0,16.51,7.0,1.0
330a92733f0efd600a06000d0e0c047f,At Risk,451,1,84.9,16.84,12.0,1.0
3329202f1e357ad78ad4bbc14f3f658a,At Risk,410,1,399.6,17.9325,16.0,1.0
3324de1a5d539fc4f9ff78bd5e226d2c,At Risk,569,1,189.99,21.41,8.0,1.0
331e1d10644f5ad1d0522b87237b3a6c,At Risk,475,1,16.9,15.1,5.0,1.0
331c762c0963410d350e0a771fdfdcca,At Risk,533,1,14.9,10.96,6.0,1.0
3316d7f08c52aeaff37ea6129b2419c2,At Risk,399,1,149.98,12.65,5.0,1.0
b2a078cc9dd250ebef40f4e3d4e1d19e,At Risk,508,1,79.9,20.64,10.0,1.0
b29e4b51682d4ed20d84d03fdc4d0a8e,At Risk,547,1,29.9,17.09,16.0,1.0
b29b2db0533f6ed62aa570195e791842,At Risk,441,1,167.92,26.46,19.0,1.0
b2c59485a6c797464a23de924cb1a490,At Risk,476,1,79.0,15.3,15.0,1.0
b2babf1b0c888db6be06401956ca1ef3,At Risk,409,1,45.0,8.27,2.0,1.0
b2baae9ee4c89484d37fb227225bdea0,At Risk,440,1,59.9,9.34,13.0,1.0
b2b9e99d5f69f8064430a696b0db9c0e,At Risk,453,1,139.9,13.11,7.0,1.0
b2b9d8df6bf7845fd234b7ebabdff6c3,At Risk,537,1,599.97,34.44,6.0,1.0
82241754c9cda9fc1cd569cd663b5dec,At Risk,484,1,45.0,23.63,9.0,1.0
8221a28220f51f0e773c11bd688228af,At Risk,418,1,19.9,9.34,6.0,1.0
821ddcb05dd510761712b157eff83c1c,At Risk,475,1,69.9,16.25,8.0,1.0
cd5d9481ec88764a639dcb3b6a88b657,At Risk,387,1,50.0,17.6,15.0,1.0
cd5c58ed66702e6ee5b09be4a30d9108,At Risk,565,1,24.79,14.52,7.0,1.0
cd5a5843d35eebdf90368bf24d4a04cf,At Risk,694,1,49.99,15.51,18.0,1.0
cd5740d455fe33fd394fbecc7832c506,At Risk,462,1,210.82,29.88,13.0,1.0
cd4fe9002cf5988f6fb7bda60043fa95,At Risk,415,1,20.9,15.1,16.0,1.0
cd4b9f268bcad20a5d9cb8b41a2e6ed1,At Risk,589,1,37.9,15.56,17.0,1.0
cd49de24ca82018aad95e024d5ca5b56,At Risk,532,1,56.99,14.57,9.0,1.0
efb9b93bf6b5019c17f900de2993608b,At Risk,456,1,29.99,8.72,7.0,1.0
efb48fd4deda76791056f55c6a1e2445,At Risk,567,1,65.0,14.33,6.0,1.0
efb14cc2969129e2d865bc75be239916,High Value,434,1,1999.99,64.89,26.0,1.0
efab514af1ccc028dcbabd1f8d8cdf90,At Risk,540,1,649.9,14.73,9.0,1.0
efaa0b80003d61de4b33e5e69689ab3b,At Risk,384,1,374.9,17.37,8.0,1.0
efa4fccd811b3a7282bb3bd1c6fe67cb,At Risk,523,1,79.95,15.77,16.0,1.0
efa0f03926c32196b7872e25a183ee84,At Risk,419,1,78.0,14.3,7.0,1.0
ef96ad721e6489db93280ffb35630760,At Risk,560,1,45.0,10.96,8.0,1.0
3309e9a88a0d0c6dbfb059643175b047,At Risk,471,1,90.0,38.18,18.0,1.0
33092ee3e3cf7f00eb5ad1ce9498b141,At Risk,460,1,71.82,13.52,15.0,1.0
3306db32ba8788609cc76d0d73075656,At Risk,404,1,77.8,17.79,4.0,1.0
3303c9040b67b8f76410091a8ae21281,At Risk,421,1,227.0,10.4,7.0,1.0
3300d15602bbdfa988f7f5958cbd7457,At Risk,464,1,163.99,16.78,6.0,1.0
b2a6c72206db8783c8cd128885eb262d,At Risk,465,1,144.9,13.14,4.0,1.0
b2a35fdfe13998540dc5fdda95e35ceb,Champions,420,2,126.88999999999999,13.91,10.5,1.0
333f6b9777069c0e20d81f6cea06c631,At Risk,541,1,52.9,11.75,3.0,1.0
333f342ddda462933f8fd1a8cf3bf2eb,At Risk,412,1,205.9,65.02,6.0,1.0
3333bb0d65f881de5be7165ada9867d1,At Risk,430,1,224.9,16.32,31.0,1.0
332cf4e83e16004ba7dca932ce82475b,At Risk,513,1,129.6,16.61,29.0,1.0
3359a47fb58dd5540f33982a3a3fe4bd,At Risk,383,1,299.9,75.05,17.0,1.0
3354a3b9e09e5b20d94dbe54c82c4f97,At Risk,411,1,99.0,38.44,6.0,1.0
3350c7b67a4f9689356455a529ec1f0e,At Risk,411,1,38.5,15.1,7.0,1.0
334deb4a736eacb94c6305e4e8278d54,At Risk,582,1,79.9,11.17,6.0,1.0
334ddfe69f933766f062cc91f5b82ce9,At Risk,401,1,49.0,17.92,19.0,1.0
334cc44b9272d44bcc16e37e0a22d69b,At Risk,426,1,569.7,20.57,7.0,1.0
334b793e6537d5808cde171d8a09fc59,At Risk,522,1,498.0,21.615000000000002,9.0,1.0
331693f62aec7d7b7a063de9b49b8ed9,At Risk,490,1,427.8,14.08,9.0,1.0
3315424c3588a42098b6b37a78aed0a4,At Risk,580,1,119.9,18.59,14.0,1.0
3364be53363f9197e8be5b225b62bf82,At Risk,425,1,119.8,13.44,11.0,1.0
3364a8146335df8b90c5b67295ecbb78,At Risk,526,1,37.9,10.96,9.0,1.0
336421b86cc4259a58106da261e0e000,Champions,476,2,393.2,42.405,12.0,1.0
335fd9357dc8243c70bab62afefecfd0,At Risk,541,1,94.9,19.36,8.0,1.0
335dca3381c46af9cefb53cf603dde07,At Risk,501,1,98.9,21.14,24.0,1.0
b298610969062f1695744f347006695d,At Risk,520,1,249.9,34.03,11.0,1.0
b2969ac5e060eb250c959025a2446617,At Risk,412,1,44.9,14.1,15.0,1.0
b28a2a196e0b078fa4b86885041b4ca6,At Risk,485,1,15.75,10.96,16.0,1.0
b27e39a421d71a38ef5c84a0c4f453cd,At Risk,564,1,76.9,18.82,6.0,1.0
b27c5b058158c75da3fad04cc86cff97,At Risk,393,1,48.04,20.84,9.0,1.0
b2a9eda94208798a053e11dc3b9b4568,At Risk,385,1,35.0,7.78,2.0,1.0
b2a8277624dd3a5048145024016f980f,At Risk,468,1,129.99,12.11,2.0,1.0
ef93719499a5b5ba6933f134f8d18ce3,At Risk,471,1,179.9,17.02,7.0,1.0
ef89f6e31311594d74becf9e18c73693,At Risk,601,1,11.9,8.72,11.0,1.0
ef89e8338074d92c4ad0a9e884f0cb0f,At Risk,565,1,49.99,15.56,7.0,1.0
ef894e1773fa0e4d5200562696788aad,At Risk,562,1,79.9,13.14,8.0,1.0
33490faf8baed348c792ac23f8184488,At Risk,414,1,205.0,15.04,3.0,1.0
33449409b16400dbeaf886a5140bf59c,At Risk,397,1,55.9,26.93,35.0,1.0
336bd71cd5332454e90feb840c7c24e9,At Risk,482,1,17.89,8.72,7.0,1.0
336b1252ca773208d3417522d53c84b8,At Risk,490,1,152.99,25.56,14.0,1.0
336a58bfc72c8a05d6f17fe74a7ecda4,At Risk,546,1,158.9,29.28,13.0,1.0
33659970091922188dcdb8cdcf47ffe7,At Risk,485,1,49.0,24.84,23.0,1.0
d5590a8abcfeb107b233c22216fa0906,At Risk,453,1,149.99,15.66,14.0,1.0
d5536cc12141c60bcf4e85b3aaef9cf6,At Risk,546,1,39.0,10.96,6.0,1.0
d54f5b98bc0b3a107a3a6d007fb22251,At Risk,522,1,53.39,14.14,9.0,1.0
d54c2eb321beaf333fc773495663e2b5,At Risk,569,1,69.5,14.66,17.0,1.0
d54a1980d188a90dd6f738cbd96353d9,At Risk,402,1,549.9,15.35,8.0,1.0
820baf6643ab8d7743ec78b4f7c72f33,At Risk,471,1,31.99,34.15,15.0,1.0
8203345408a61fc10084ee14bacee458,At Risk,402,1,159.99,15.87,9.0,1.0
81e3fe009117cd8a8b52bb74a15e2636,At Risk,483,1,139.9,19.11,9.0,1.0
81e28eaa424ddc2aeeeaaeff72f0f9f6,At Risk,490,1,593.36,98.13,23.0,1.0
337b2ad5e2840cafc74a90bca5a4a643,At Risk,555,1,117.0,29.01,4.0,1.0
3377ca6f5387b8f8960b0d3fcefb6164,At Risk,477,1,159.0,12.61,10.0,1.0
33721607194e11aaf624612ea34d4003,At Risk,447,1,79.9,15.31,14.0,1.0
337171f37d6abe2a1ff41485e1576733,At Risk,543,1,21.88,9.34,4.0,1.0
336fbe323de0c0baffb8e80f3f5257a7,At Risk,411,1,89.9,12.13,14.0,1.0
336edbfdd04ef597db813abf11f0714a,At Risk,507,1,26.0,11.74,8.0,1.0
336d97e745d589a1533a07536680cf2f,At Risk,476,1,81.56,15.33,13.0,1.0
336c1ce247e1f87858c70c13d27d74bb,At Risk,531,1,89.9,11.24,11.0,1.0
3394fbb618cb1ecc087a0fbc749dcd2e,At Risk,552,1,99.0,25.18,15.0,1.0
335d0a79c7c8d75f502f2acb5884d622,At Risk,489,1,79.9,22.85,11.0,1.0
335d09e82cbddc9d4b81e0c68c227f84,At Risk,469,1,174.9,27.54,16.0,1.0
335be0ca4b7aa8578e364a76efd4da52,Champions,435,2,259.0,17.35,13.0,1.0
ef95fc30ec507e9c99984f33121a8276,At Risk,496,1,151.74,10.05,25.0,1.0
3390b0d3b5cb38937f742d16e3dc343e,At Risk,421,1,84.0,12.93,3.0,1.0
338bb2875a901a3d0fb3c5261ecfa968,At Risk,383,1,169.9,26.03,17.0,1.0
33887de4578c82fbd015089f00d1aca5,At Risk,420,1,572.0,64.74,12.0,1.0
33874761fef19ddc1089150eb89b3d5d,At Risk,483,1,52.0,22.91,21.0,1.0
33862efd56effa1f6ab7afbc3a5cd6dc,At Risk,438,1,119.9,80.74,11.0,1.0
338447d973b74383a4cfd06645154194,At Risk,415,1,10.9,16.79,14.0,1.0
3381de3c473250378b1d47934b2fc94e,At Risk,480,1,48.99,14.52,11.0,1.0
33abb6c6f7f4097194a2b5085450b53e,At Risk,574,1,103.99,37.24,7.0,1.0
33aa54050581eb08df59a61156a82b83,At Risk,426,1,79.0,8.75,8.0,1.0
ef842dbc1d074b0cb9da91b005abb8e3,At Risk,430,1,59.9,14.13,3.0,1.0
337f09c64e8fcd944c766e1829f601e5,At Risk,519,1,129.99,11.09,6.0,1.0
337e75335ac0581e8cb807ffc9cab9da,At Risk,546,1,109.9,14.54,8.0,1.0
81e0bb39175a7322865a568edb5f7659,At Risk,561,1,119.99,13.42,3.0,1.0
81def1193ae82b7a35da05d0565767fa,At Risk,564,1,119.99,16.05,10.0,1.0
81dd076fa69df9e4070cd4a002343a76,At Risk,404,1,44.99,17.63,10.0,1.0
81f94b1e1e86a6ab7040ec51e7503189,At Risk,539,1,220.0,26.03,42.0,1.0
81f88d694131334fec5e970bbe2100df,At Risk,434,1,12.5,16.79,9.0,1.0
81f829e293a1fb4763abbef672c0917c,At Risk,404,1,14.46,21.15,17.0,1.0
81f76d52e6e182a6b3358d20a50d888d,At Risk,690,1,129.99,9.9,7.0,1.0
81f45099e0f84e5d92e4d721ca42e164,At Risk,551,1,26.99,14.52,12.0,1.0
81eb718d56f3a4032949230c65dfa7b8,At Risk,462,1,134.9,14.81,8.0,1.0
81d8cee937b8801fdd1fb928e3011544,At Risk,378,1,119.9,27.38,9.0,1.0
81d8bf17c9e450228efeedd2603edfaa,High Value,429,1,2649.99,134.17,11.0,1.0
81d6253f213c5061ff0cfe8820997b59,At Risk,484,1,16.46,14.12,10.0,1.0
339f4919a71b0fc8390b936db62e85ae,At Risk,448,1,9.9,15.1,22.0,1.0
33ce03b11db95148ffcebbf4f1447974,At Risk,416,1,169.99,25.7,19.0,1.0
33cc01ff459c8787f6e59dbfbcff802d,At Risk,486,1,12.97,10.96,16.0,1.0
33c1c5ea039f51616c3d36434b8da36b,At Risk,509,1,292.9,26.54,13.0,1.0
33c10edbbbee94340648625b58ad8b6c,At Risk,394,1,59.9,17.67,9.0,1.0
33bbf7f44390fb043522808c1ce2bb1f,At Risk,415,1,25.99,7.78,2.0,1.0
33baf2d2d76a7bf7240894d935d3e0b8,At Risk,455,1,130.0,14.66,13.0,1.0
33b9ec483c301aac2f987f00931b57ba,At Risk,520,1,54.9,10.99,9.0,1.0
33b239671c1c878914ed922a0dacd607,Champions,448,2,83.98,15.98,5.0,1.0
33ac20d8ed48765315f7147ea5c1f0e3,At Risk,379,1,19.9,25.63,13.0,1.0
ef842da0c0795e0a857398995dc3988c,At Risk,412,1,294.9,16.81,8.0,1.0
3392843b53108d6f3531c0c658995770,At Risk,486,1,17.99,20.4,12.0,1.0
339144ac12bd46326218a890a0ce45d1,At Risk,554,1,27.99,14.52,9.0,1.0
b25f3cc021d7fd0d1340785cc8bd5001,At Risk,513,1,189.8,14.835,3.0,1.0
b2990d3c2634f34154748086a2767506,At Risk,478,1,13.98,14.1,11.0,1.0
ef7e621d7461d199cb905471587e4ed5,At Risk,471,1,119.0,13.17,3.0,1.0
ef7e5232545bebbb4cb612859324ba36,At Risk,515,1,115.0,11.42,27.0,1.0
ef7ccf8e6acbf1ac71af305967e708c3,Champions,401,2,260.9,16.91,13.5,1.0
ef79ebde1eb712518ec4e9d8e3bee689,At Risk,449,1,11.99,7.78,2.0,1.0
ef79ea4c7a673c9aef89e230b00b9270,At Risk,520,1,250.0,16.96,31.0,1.0
ef78ac6c1ec24fc4bfc2a750471f1421,At Risk,411,1,89.9,15.38,14.0,1.0
ef762e9ac267eceb5bddd89b44a74075,At Risk,424,1,89.9,12.13,10.0,1.0
ef71f5ee727d1f8ba9ed6f8fc6b479a9,At Risk,447,1,34.9,7.78,5.0,1.0
ef7118db27b88ae208c4954c7353daf2,At Risk,405,1,49.0,25.38,20.0,1.0
33e9fb2265fc2580abaf825eb6eb4292,At Risk,552,1,59.0,11.02,7.0,1.0
33e9a5803c2332cce82b9cf23a58d905,At Risk,389,1,269.0,20.42,18.0,1.0
33d352eefa8484bf716f767284490592,At Risk,425,1,59.99,13.44,5.0,1.0
33d313f72ccb227148818305a595c8e8,At Risk,438,1,89.9,18.2,18.0,1.0
33fbcb38d3009eddfe53b3063c642959,At Risk,687,1,49.9,11.74,14.0,1.0
33faaac58c27088e3a8a8afd6058a6de,At Risk,688,1,24.99,10.96,8.0,1.0
b2721cd583ed718f04e636e3cbbaabc0,At Risk,468,1,58.0,7.78,6.0,1.0
b26fa76ddf33e534491e4ec46f51bc64,Champions,380,2,209.6,17.28,8.0,1.0
b2639226e3ba85c1e40abf59a40d5b66,At Risk,691,1,69.9,19.26,9.0,1.0
81d4d32e6dd32022c933102a12062d58,At Risk,566,1,65.0,14.62,8.0,1.0
81d30f15099b7091ffd3c2ac8f79082f,At Risk,519,1,99.0,29.62,23.0,1.0
81ca8250e79d5f258b256c12a2377c6e,At Risk,413,1,59.9,14.15,7.0,1.0
81e79c9d3507058b3545edbf91322dd1,At Risk,471,1,77.0,35.67,17.0,1.0
81e6e5557bba146f0887b3b47b8d3347,At Risk,471,1,34.0,17.63,21.0,1.0
81e63b98aec56308c69e055b19cda272,At Risk,499,1,42.9,16.05,9.0,1.0
81e5894ccebaddd81c3199b57bb52e8f,At Risk,584,1,59.5,21.05,16.0,1.0
9c339f12bc8355cffd6dc8ee37e90c5c,At Risk,393,1,82.9,15.33,16.0,1.0
9c3274a6235bf31b373a577b82d50d29,At Risk,452,1,109.9,8.35,4.0,1.0
9c2a307ef736d198761e14a0372292ce,At Risk,383,1,48.9,13.37,11.0,1.0
9c28a565adee8c7bc1852b1278fb18c4,At Risk,458,1,58.0,8.27,2.0,1.0
9c5b3d90e6fbf8743dcdc6caef354ac9,At Risk,572,1,117.6,22.29,12.0,1.0
9c53595ba7cabbb6c9617d23ed7ad8d2,At Risk,390,1,399.9,153.57,18.0,1.0
9c50268003cb298005552488ca129c5e,At Risk,517,1,79.0,20.6,52.0,1.0
34149b6095721ecf9a7f75c89a02e2c4,At Risk,438,1,15.9,15.1,11.0,1.0
341056b65403009c5bc8c4b1f16c7230,At Risk,548,1,128.99,16.6,10.0,1.0
340c5fef7687f820ccd68a7135de4402,At Risk,416,1,31.9,14.1,5.0,1.0
3409a5f1bf39eb10dd8b17c994454436,At Risk,406,1,349.5,15.24,13.0,1.0
3408a3f9a4471c1cc97b0190c086ead0,At Risk,449,1,16.5,7.78,6.0,1.0
3402f0b7180d733ed9a7a779df26df9b,At Risk,481,1,23.9,14.52,10.0,1.0
33e508cd7d2f90104d074ebe5dfbee81,At Risk,492,1,109.9,15.88,15.0,1.0
33e2e4bb22badff291de6f2302f01579,At Risk,524,1,49.0,17.78,21.0,1.0
33dbce715ee4edbd29fa2f26007e02da,At Risk,533,1,34.9,14.52,9.0,1.0
33d5f77e44abcb42cdfc86854e5fce8c,High Value,478,1,677.9399999999999,17.53,15.0,1.0
b2789bbd1e8e71b6f4b16a2806dcdd11,At Risk,464,1,96.0,15.42,7.0,1.0
b272a9d24a746262810c46f4b6b5fb5d,At Risk,533,1,598.0,12.56,2.0,1.0
33febb33a42a35f5826a22584b127f9d,At Risk,487,1,49.75,20.8,23.0,1.0
342c550cbc7c85e0985fc552c30386eb,At Risk,516,1,179.96,22.17,12.0,1.0
341e7e501908a2d90a991ff46ca0c70a,At Risk,566,1,109.9,27.24,14.0,1.0
341c1bfcce15f772ef1c1e93dc360141,At Risk,469,1,104.98,21.22,6.0,1.0
33f0cbd496e2d17e19a39524031de5a7,At Risk,414,1,29.9,7.78,6.0,1.0
33ed714859d7367ea2efa578453d4b17,At Risk,408,1,134.9,23.81,8.0,1.0
33ebf67104557bf5bab89f4121487e4e,At Risk,457,1,95.8,15.1,7.0,1.0
33eaaa609cbb04eea9220db94b1c4b15,At Risk,497,1,119.9,13.42,20.0,1.0
9c4f1bfd69071a5c8a169fb02a47d4aa,At Risk,552,1,16.9,10.96,15.0,1.0
9c4d4ed0a5f29cdd74ff3a3d622ceeaf,At Risk,439,1,109.99,34.13,11.0,1.0
9c4b6000c2b7f75753909d232d8e9bbd,At Risk,419,1,89.99,7.88,5.0,1.0
81b4b9d6b11eee739f92d1dd365786ca,At Risk,538,1,14.9,11.74,7.0,1.0
81b133c3f4e30a14a6585a2f20ff150f,Champions,432,2,139.8,15.28,6.0,1.0
d56e98583631e0adc7d1d02a2601bb93,At Risk,385,1,45.95,11.85,9.0,1.0
d56e3978365296a8ccce72ba1abb59d9,At Risk,502,1,79.5,20.64,23.0,1.0
d56c3c253606adde8102dd5cb4060b01,At Risk,446,1,16.5,7.78,7.0,1.0
d55b17c53c5a828006fc8a7f73dd4fa8,At Risk,425,1,69.0,11.73,8.0,1.0
819bbc85df3abe898aa1b902d52070ea,At Risk,443,1,129.8,23.78,14.0,1.0
34415df9a4e2f05f76e2e35d7752ae90,At Risk,443,1,59.9,11.73,5.0,1.0
343e5b306fed604e45704a9ace917cef,At Risk,390,1,36.9,15.1,6.0,1.0
343dfe524acd884c4bd554eb6ec51d33,At Risk,545,1,29.9,11.74,6.0,1.0
b240e9c78ced2be911801461388bb6fa,At Risk,492,1,54.9,15.59,9.0,1.0
b23fca872b3e0e088f5db7374b0c11c5,At Risk,515,1,98.9,14.86,12.0,1.0
c59f4f273ca8d8af145356dbce9d6215,At Risk,442,1,141.9,29.39,17.0,1.0
c59ed2b0fc8e3b50e0928797c12b895e,At Risk,559,1,11.63,14.11,3.0,1.0
c59c76d8987b75134db5a3003cba1de6,At Risk,487,1,26.9,16.05,10.0,1.0
c598e7b13c0fc6b1820559eabaadb3ab,At Risk,378,1,169.9,36.51,14.0,1.0
c59727588c2632b14a0e72970350a3ef,At Risk,442,1,79.99,33.92,28.0,1.0
c59724996ebd7942901f11a2ec90defe,At Risk,543,1,59.9,19.01,11.0,1.0
c59222b180a7292b25e2fca69b29d68a,At Risk,564,1,61.9,14.6,12.0,1.0
34350f8d9be701a6645ca0bf954161fe,At Risk,531,1,169.9,13.77,8.0,1.0
343342852b4407d53d342233890bdb7f,At Risk,565,1,99.0,24.89,11.0,1.0
343206fa70e1b17d9fee5608855d9628,At Risk,491,1,18.99,14.11,10.0,1.0
3430a6a9a12567954dd8f1f73d01b62d,At Risk,487,1,129.99,25.11,15.0,1.0
342ebd6764e2bce45762cbdb3f2f65ed,At Risk,446,1,155.75,17.34,12.0,1.0
345657b88489fbe4e0872e7ace9140e7,At Risk,379,1,51.9,16.12,6.0,1.0
34520a1612de8199cc5a1e873db564fa,At Risk,406,1,49.9,14.1,13.0,1.0
34170ebf706ad24701b17511f61db9c3,At Risk,501,1,12.97,10.96,6.0,1.0
3415897060d38eb38e2abf5b3ef0f320,At Risk,468,1,59.98,7.78,6.0,1.0
ef704177893c15bf64cfa28a95425edb,At Risk,523,1,99.98,10.96,3.0,1.0
ef6e328edc28262f4cb80448f99338cb,At Risk,468,1,69.9,27.04,9.0,1.0
ef6cab3bac82818121ec4b57d6c9e88d,At Risk,465,1,139.9,35.5,20.0,1.0
ef665f631bc7ece13b08c8b6805fba73,At Risk,484,1,39.99,11.74,16.0,1.0
81969213c0db697f2a6da4a4eaad1bf9,At Risk,575,1,223.9,15.74,7.0,1.0
81c56b23aaf4d8d2658fbd644da888a0,At Risk,403,1,119.94,18.55,12.0,1.0
81c553db2d819c53f841bd93b680f35a,At Risk,578,1,23.9,18.0,10.0,1.0
